"","stationcode","water_year_type","DS_Tim","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","DS_Dur_WS","DS_Mag_50","DS_Mag_90","Q99","FA_Dur","FA_Mag","FA_Tim"
"1073","SMCR8_346",NA,NA,NA,-0.1346,NA,NA,NA,3e-04,-1.3526,NA,NA,NA,-0.03005,0.0041,NA,NA,NA
"1074","SMCR8_362","Wet",0,0,NA,0,0,1,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","SMCR8_362",NA,NA,NA,-0.2721,NA,NA,NA,NA,-1.1088,NA,0.5,-0.00265,0.0241,0.2478,NA,NA,NA
"1076","SMCR8_362","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"1077","SMCR8_370","Moderate",NA,NA,NA,NA,NA,-3,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"1078","SMCR8_370",NA,NA,NA,-0.006,NA,NA,NA,0.0015,-0.0048,NA,NA,-0.002,-0.0029,-0.00705,NA,NA,NA
"1079","SMCR8_370","Dry",-1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1080","SMCR8_370","Wet",NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","SMCR8_375","Wet",NA,NA,NA,NA,NA,0,NA,0,NA,-2,NA,NA,NA,NA,NA,NA
"1082","SMCR8_375","Dry",NA,NA,0,NA,0,NA,0,NA,-1,NA,0,0,0,NA,NA,NA
"1083","SMCR8_375","Moderate",0,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","SMCR8_419","Wet",0,NA,NA,0,-1,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA
"1085","SMCR8_419","Moderate",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","SMCR8_419",NA,NA,NA,-0.0536,NA,NA,0,-2e-04,-0.0486,NA,1,-0.0036,-0.00415,0.1012,NA,NA,NA
"1087","SMCR8_446",NA,NA,NA,0.077,NA,NA,NA,-0.0057,0.0268,NA,1.5,-0.00445,9e-04,0.0437,NA,NA,NA
"1088","SMCR8_446","Wet",-2,-1,NA,0,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","SMCR8_446","Dry",NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","SMCR8_446","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA
"1091","SMCR8_453","Wet",0,0,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA
"1092","SMCR8_453",NA,NA,NA,1.7698,NA,NA,4,-0.0343,-0.0351,NA,4,-0.0274,-0.0228,1.08015,NA,NA,NA
"1093","SMCR8_453","Moderate",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","SMCR8_474","Wet",NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA
"1095","SMCR8_474","Dry",NA,NA,0,NA,1,NA,0,0,NA,NA,0,0,0,NA,NA,NA
"1096","SMCR8_474",NA,-1,-2,NA,-0.00275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","SMCR8_474","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"1098","SMCR8_480",NA,37,-57,504.5441,NA,48,69,6e-04,-7.8472,-13,-6,0.66265,4.3339,900.696,NA,NA,NA
"1099","SMCR8_480","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","SMCR8_496","Dry",NA,NA,0,NA,0,NA,0,NA,NA,-1,0,0,0,NA,NA,NA
"1101","SMCR8_496","Wet",0,NA,NA,0,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1102","SMCR8_496","Moderate",NA,-1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1103","SMCR8_513",NA,-0.5,-0.5,0.28775,1e-04,NA,-2,-0.52675,2.1618,2,NA,NA,NA,0.16985,NA,NA,NA
"1104","SMCR8_513","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","SMCR8_528",NA,73,73,1238.0001,0.0512,0,34,2.1038,-493.5691,-9,-7,0.1609,246.366,1164.2373,NA,NA,NA
"1106","SMCR8_530","Dry",12,12,NA,-0.02,0,-2,0,NA,2,2,NA,NA,NA,NA,NA,NA
"1107","SMCR8_530","Moderate",NA,NA,0,NA,NA,NA,NA,0,NA,NA,0.1,0.1,0,NA,NA,NA
"1108","SMCR8_543","Dry",NA,NA,0,NA,0,NA,NA,NA,NA,-10,0,0,0,NA,NA,NA
"1109","SMCR8_543","Moderate",-6,NA,NA,NA,NA,-3,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"1110","SMCR8_543","Wet",NA,-7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1111","SMCR8_543",NA,NA,NA,NA,-0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","SMCR8_587",NA,NA,NA,2.90175,NA,NA,NA,0.0153,0.3777,NA,-0.5,0.0478,-0.019,3.8451,NA,NA,NA
"1113","SMCR8_587","Wet",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","SMCR8_587","Moderate",NA,0,NA,0,0,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA
"1115","SMCR8_605",NA,-0.5,NA,-0.1511,3e-04,NA,NA,-0.0021,0.35165,NA,-4,-0.00655,-0.0179,-0.08525,NA,NA,NA
"1116","SMCR8_605","Moderate",NA,-1,NA,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","SMCR8_605","Wet",NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA
"1118","SMCR8_635","Moderate",-2,-6,NA,-0.0562,NA,NA,NA,NA,-1,-3,NA,NA,NA,NA,NA,NA
"1119","SMCR8_635","Dry",NA,NA,0,NA,NA,-1,0,0,NA,NA,0,0,0,NA,NA,NA
"1120","SMCR8_635","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","SMCR8_688","Wet",0,NA,NA,0,0,-1,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"1122","SMCR8_688","Moderate",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","SMCR8_688",NA,NA,NA,-0.0115,NA,NA,NA,NA,0.0525,NA,1,-0.00125,-0.00115,-0.0109,NA,NA,NA
"1124","SMCR8_713",NA,-1,-1.5,NA,NA,NA,-0.5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"1125","SMCR8_713","Wet",NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"1126","SMCR8_713","Moderate",NA,NA,NA,-0.0055,NA,NA,0,0,-1,NA,NA,NA,NA,NA,NA,NA
