"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"1","312PS0099","312PS0099_06142010_BMI_RWB_1","6/14/10",1.11687099,1.07707254,1.09697177,34.77948,-119.95802,0,-0.00095,-0.00085,0,NA,NA,NA,-0.006,0,0.02905,0,0,0,0.0016,-0.0062,0
"2","312WE1028","312WE1028_05292002_BMI_RWB_1","5/29/02",1.29627794,0.73128893,1.01378344,34.74721,-119.71562,0,0.0026,-0.001,0,NA,NA,NA,0.0248,0,-0.01915,0,0,0,0.00245,0.0066,0
"3","312WE1035","312WE1035_05302002_BMI_RWB_1","5/30/02",0.98393678,1.15763895,1.07078787,34.73287,-119.67637,0,-3e-04,-3e-04,0,NA,NA,NA,0.00505,0,-0.0057,0,0,0,0.00035,0.00185,0
"4","314SYL","314SYL_04042002_BMI_CSBP_Trans_1","4/4/02",1.00210875,0.75676227,0.87943551,34.64387,-120.43045,87,0.68175,7.547,-3,NA,NA,NA,1.62435,-2,21.3624,0,118,0,0.0087,8.04625,0
"5","314WE0542","314WE0542_07112000_BMI_CSBP_Trans_1","7/11/00",0.94113407,0.81614835,0.87864121,34.55085,-120.3583,-8,0.01,0.01,-2,0,0.2341,0,0,27,0,-0.0298,-29,-29,-1.09,1.5,-8
"6","314WE0677","314WE0677_07232008_BMI_RWB_1","7/23/08",0.88825769,1.01024097,0.94924933,34.7477,-120.05303,0,-6e-04,-5e-04,0,NA,NA,NA,-0.0016,0,0.0122,0,0,0,0.00075,-0.00295,0
"7","314WE0779","314WE0779_07112001_BMI_CSBP_Trans_1","7/11/01",1.18379215,1.03092614,1.10735915,34.66959,-119.75404,0,0,0,0,NA,NA,NA,-2e-04,0,-4e-04,0,0,0,0,0,0
"8","314WE0796","314WE0796_07102001_BMI_CSBP_Trans_1","7/10/01",1.17617629,1.02755675,1.10186652,34.68351,-119.79875,-9,0,0.5655,0,NA,NA,NA,0,0,0,0,0,-27,0.8163,0,0
"9","314WE1046","314WE1046_06122002_BMI_RWB_1","6/12/02",1.06892131,1.16384957,1.11638544,34.5365,-119.83603,0,0.003,-0.0015,0,NA,NA,NA,0.1045,0,0.1154,0,0,0,0,-0.0128,0
"10","315CE0584","315CE0584_06072006_BMI_RWB_1","6/7/06",1.31696774,0.92584944,1.12140859,34.47666,-120.33833,0,0,0,0,NA,NA,NA,3e-04,0,0.0013,0,0,0,5e-04,0,0
"11","315GAVGSP","315GAVGSP_05232001_BMI_CSBP_Trans_1","5/23/01",0.61621207,0.61676591,0.61648899,34.47395,-120.22866,1,0,0,0,NA,NA,NA,0.7199,0,1.3983,0,0,-1,0,1e-04,-1
"12","315MIU","315MIU_04282008_BMI_RWB_1","4/28/08",1.11250293,0.90820362,1.01035327,34.44673,-119.70745,0,-0.0021,-0.0023,-1,NA,NA,NA,-0.049,-0.5,0.762,3e-04,0,0.5,5e-04,-0.06065,0
"13","402BA0079","402BA0079_05282008_BMI_RWB_1","5/28/08",0.84225358,0.76776221,0.8050079,34.41183,-119.27418,-0.5,-0.08245,-0.1514,-67,NA,NA,NA,9.1296,-8,14.5207,0,0,0,-0.0316,-0.08785,-6
"14","402BA0095","402BA0095_05292008_BMI_RWB_1","5/29/08",1.32741831,1.10448302,1.21595066,34.46328,-119.34566,0,0,0,0,0,3e-04,0,-0.0032,0,-0.0017,-0.0046,0,-1,0,0.0012,0
"15","402BA0143","402BA0143_05212008_BMI_RWB_1","5/21/08",0.75197227,0.58339355,0.66768291,34.36483,-119.31057,-159,-0.14105,-0.0489,-4,0,-207.7937,-42,38.6539,0,37.1923,0,0,0,-0.0925,-0.378,0
"16","402BA0287","402BA0287_06092008_BMI_RWB_1","6/9/08",1.06228056,1.01762477,1.03995266,34.50284,-119.36644,0,-0.002,-0.0032,0,NA,NA,NA,-0.001,0,-0.00605,0,0,0,0.00655,0.00655,0
"17","402BA0335","402BA0335_05272008_BMI_RWB_1","5/27/08",0.97330032,0.72707352,0.85018692,34.37965,-119.30751,-0.5,0.6024,0.63895,-4,-5,88.5127,0,15.7535,-4,26.2332,5e-04,0,0,0.0485,0.1528,-3
"18","402WE0536","402WE0536_06142000_BMI_CSBP_Trans_1","6/14/00",1.2958773,1.01388147,1.15487938,34.5196,-119.40537,0,-5e-04,-4e-04,0,NA,NA,NA,-0.0069,0,-0.0043,0,0,0,4e-04,-1e-04,0
"19","402WE0803","402WE0803_06122001_BMI_CSBP_Trans_1","6/12/01",0.89504086,0.92623915,0.91064,34.42131,-119.3806,0,-5e-04,-6e-04,0,-31,0.1554,0,0.0022,0,-0.0225,0,0,0,0.0061,-0.00025,0
"20","403BA0015","403BA0015_05192008_BMI_RWB_1","5/19/08",1.02851554,0.98517561,1.00684557,34.5312,-119.18421,0,0,0,0,NA,NA,NA,-0.00025,0,-0.0019,0,0,0,5e-05,0,0
"21","403BA0027","403BA0027_06182014_BMI_RWB_MCM_1","6/18/14",0.95929163,0.90659145,0.93294154,34.66254,-119.05249,0,-1e-04,-1e-04,0,NA,NA,NA,-0.0277,0,-0.0322,0,0,0,0.0052,0.0043,0
"22","403BA0171","403BA0171_05192008_BMI_RWB_1","5/19/08",1.00797511,1.07762104,1.04279807,34.58516,-119.28363,0,-0.0071,-0.0189,0,2,0.1167,0,0.145,0,-0.146,0,0,0,0.0182,-0.018,0
"23","403BA0960","403BA0960_05212008_BMI_RWB_1","5/21/08",1.21564701,1.15631671,1.18598186,34.59078,-118.4617,1,0,0.898,0,NA,NA,NA,0,-72,0,0,0,-9,-0.7,-0.2298,26
"24","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,-3,0.07775,0.20175,-5,1,1.895,-3.5,1.526,-2,2.8005,2e-04,0,0,0.00265,0.0179,-1
"25","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,-2,-0.0089,0.0022,-0.5,-1,1.8923,-8,-0.00545,-0.5,-0.0655,0,0,0.5,-0.0092,0.07115,-1
"26","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,0,2e-04,-0.00035,0,NA,NA,NA,-0.00265,0,-0.0029,0,0,0,0.00025,-0.00015,0
"27","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,0,0,0,0,NA,NA,NA,1e-04,0,0,0,0,0,0,0,0
"28","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,0,-0.0143,-0.0228,0,-5,4.0565,0,0.6627,0,1.15605,0,0,0,-0.0053,-0.0232,0
"29","403S01536","403S01536_07122011_BMI_RWB_1","7/12/11",1.14601236,0.81793441,0.98197339,34.56909,-118.39212,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,0
"30","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,-1,0.0013,-0.0162,0,NA,NA,NA,0.19775,0,0.04865,0,0,0,0.02995,-0.01205,0
"31","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,-7,0.01,0.01,-42,NA,NA,NA,0.4165,-43,1.0625,0.0458,0,39,0,0.2,-4
"32","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,0,-0.0086,-0.0646,0,0,5.651,0,1.22985,0,1.0653,0,0,0,-0.0406,-0.0073,0
"33","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,0,-0.01075,-0.0218,0,0,5.68165,0,1.2016,0,1.06155,0,0,0,-0.0069,-0.0125,0
"34","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,0,-0.045,-0.0211,0,-5,3.679,0,0.5949,0,1.129,0,0,0,-0.0047,-0.0313,0
"35","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,0,-0.0146,-0.025,0,0,4.2219,0,0.7515,0,1.1594,0,0,0,-0.0057,-0.0104,0
"36","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,-1,0.00655,-0.0046,0,NA,NA,NA,0.0196,0,-0.00265,0,0,0,0.0204,-0.0073,0
"37","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,-1,0.17945,0.0674,-1,0.5,7.47335,-4.5,1.0021,-1,-0.7999,0,0,0,0,-0.36845,0
"38","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,0,-0.0126,-0.0226,0,0,5.0955,0,1.0313,0,0.94815,0,0,0,-0.0049,-0.0097,0
"39","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,-1,0.29055,0.2066,0,0,12.6917,-61,2.32875,0,-0.4008,0,0,0,0.0055,-0.67385,0
"40","403STC009","403STC009_02052003_BMI_CSBP_Trans_1","2/5/03",0.94767171,1.09717344,1.02242257,34.53833,-118.75889,-1,0.31805,0.18485,0,0,12.6161,-61,2.44515,0,-0.5249,0,0,0,0.0055,-0.67435,0
"41","403STC070","403STC070_02052003_BMI_CSBP_Trans_1","2/5/03",1.25138738,0.98502314,1.11820526,34.56667,-119.26278,0,-0.0112,-0.0201,0,0,3.4392,0,0.586,0,1.0701,0,0,0,-0.0033,-0.0204,0
"42","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"43","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,0,0.14395,0.0319,-1,1,12.7679,0,1.0244,-1,-0.7786,0,0,0,0,-0.3528,-1
"44","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,3.5,-0.0015,0.00015,0,NA,NA,NA,-0.00175,0,-0.00115,0,0,0,0,-9e-04,0
"45","403WE0558","403WE0558_06282000_BMI_CSBP_Trans_1","6/28/00",0.98862444,0.98461951,0.98662198,34.49347,-118.45703,-6,0,0.01,-9,-2.5,1.2027,-22.5,0.4322,-36,0.8833,-8e-04,40,-17,0,0.2,-2
"46","403WE0560","403WE0560_07132000_BMI_CSBP_Trans_1","7/13/00",1.07840364,0.92513686,1.00177025,34.55841,-119.14079,0,-0.0132,-0.0236,0,0,5.68595,0,1.13085,0,1.0749,0,0,0,-0.0407,-0.1885,0
"47","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,0
"48","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,0,-3e-04,-6e-04,0,NA,NA,NA,-0.00305,0,0.00625,0,0,0,5e-05,-7e-04,0
"49","403WE0795","403WE0795_06062001_BMI_CSBP_Trans_1","6/6/01",1.07397954,1.09503013,1.08450483,34.6408,-119.08094,-2,0.0032,0.0016,0,NA,NA,NA,0.0286,0,-0.0099,0,0,0,0.00555,-0.00115,0
"50","403WE0809","403WE0809_06052001_BMI_CSBP_Trans_1","6/5/01",1.19558537,1.2850019,1.24029364,34.5515,-119.20811,0,-0.0032,-0.0014,0,0,0.13195,0,0.0343,0,0.0119,0,0,0,-3e-04,-0.0021,0
"51","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1","6/14/01",1.01843666,1.04262542,1.03053104,34.65926,-119.14255,0,0,0,0,NA,NA,NA,7e-04,0,0.0018,0,0,0,0,0,0
"52","403WE0905","403WE0905_07222008_BMI_RWB_1","7/22/08",1.17759043,1.12138198,1.14948621,34.55734,-119.24876,0,-0.0145,-0.0232,0,-5,4.2857,0,0.70845,0,1.1853,0,0,0,-0.0056,-0.0343,0
"53","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,-6,0.01,0.01,-2,0,0.2175,0,0,-2,0,-0.0298,0,0,0.01,1.5,-8
"54","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,-63,0,0.3648,-53,NA,NA,NA,0.0033,-23,0.2035,-0.3969,-30,-5,-0.23,0.4172,-33
"55","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,-9,0,-0.34,-53,NA,NA,NA,0.1278,-58,0.2305,-0.7978,-9,27,-0.23,-0.7,-5
"56","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,-29,0,0.0917,-53,NA,NA,NA,0.0158,-59,0.2107,-0.7555,0,-25,-0.23,-0.7,-33
"57","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,-6,0.01,0.01,-2,NA,NA,NA,0,27,0,-0.0298,-29,-29,-1.09,1.5,-1
"58","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,-90,0,0.3513,-53,NA,NA,NA,0.0921,-3,0.231,-0.6233,-2,-7,-0.2284,-1.6605,-33
"59","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,-1,0,0.3531,-53,NA,NA,NA,0.0465,-56,0.2157,-0.7014,-2,-5,0.184,-0.7,-5
"60","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,-7,0,0.0941,-53,NA,NA,NA,0.0791,-57,0.4087,-0.77,-2,-4,-0.23,-0.7,-31
"61","404CE0316","404CE0316_07242007_BMI_RWB_1","7/24/07",0.42953167,0.33288402,0.38120784,33.99722,-118.4025,-46.5,0.69305,1.3032,-88,-2,500.979,-27,974.34975,-50,644.62095,0,43.5,0,0.92915,-18.2183,-28.5
"62","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,-36,0,-0.387,-3.5,NA,NA,NA,25.66835,-82,16.6068,-0.215,22,29,0.32,0.2,-63
